theta
0.04907765
-0.7521491
-0.47286052
0.17437147
0.53557706
0.3865716
-0.026631497
0.4270966
-1.3167042
0.7159985
-0.19314174
0.5646557
1.9098957
0.9687887
1.2993964
1.6867832
0.34238777
0.7756033
1.9358226
1.1564927
2.0869176
0.5541308
-2.2945352
-0.85090905
0.49136174
-1.35166
0.42063755
0.86220616
0.29335073
0.53410065
-0.3426438
-0.32404888
1.2403724
-1.2331978
0.28666145
0.06768759
1.1387736
0.03719265
1.0408891
-0.1910716
0.30772525
0.7590306
2.5596054
1.1435337
1.0042242
-1.0092747
0.19222699
-0.3526331
-0.86900204
0.7242104
-0.49541458
-1.2904556
0.44472995
0.5104188
-2.0877151
0.2644487
0.703505
1.0382652
-0.037463207
-0.07248177
0.746741
0.6929694
0.64437467
-0.61546224
-0.49124974
0.24174312
0.8376813
-0.25606167
-0.32468638
0.7387748
0.72510064
-0.08052222
-0.02135756
-0.05261648
-0.46249986
0.96608025
-0.2546324
1.7664236
0.8759424
0.2419149
0.81641954
0.13669342
0.6381064
-0.25274947
-0.6042903
-0.078383215
-1.0627513
-0.19378144
-0.55352503
2.7073615
0.84265715
0.21784212
0.89781797
0.71470106
0.12510803
-0.05089594
0.29363698
-0.90371734
0.8246805
-0.108190894
0.67046136
-0.043674294
0.21515413
-0.5757338
0.18031353
0.087992825
-0.032680545
0.17527416
0.5802337
0.39240533
-0.044498987
-0.28774622
-1.3320382
0.42079794
-0.24755965
-0.84235543
-0.38954878
0.22725484
-0.053207424
-0.9695626
-0.8530046
-0.21798664
-2.2403555
0.3350006
0.1443672
0.24011916
-0.8247613
-0.22921331
0.23872946
0.95145315
-1.1015279
-2.5303824
0.2707962
1.1991603
-0.4997924
0.5937844
-0.7056952
0.12961918
-1.4888481
1.0969024
0.39106613
-0.06517269
-1.0025415
-0.7225813
-0.55075365
0.73701316
0.35207862
0.37276372
-0.8407198
-0.062379632
0.35140958
-0.9905364
0.69890285
0.40966123
-0.11774518
-1.8656933
-0.2749103
-0.24722049
-0.33924788
-0.34168038
0.001556237
0.075664155
1.039285
-0.41976276
0.072396524
-2.388775
-0.31102517
0.019822
0.70218325
0.33740923
-0.6068567
1.018256
-0.09986854
-1.3174895
0.5913337
-0.513611
0.6999551
-0.8713073
-1.0816193
0.15461224
-1.1313018
-0.11040197
0.4804195
0.52865934
1.0680636
0.9067634
0.2220578
1.1318222
0.7042971
0.52787083
0.049978323
-0.072210304
0.7335374
-0.5759044
0.19962549
0.62383795
0.35455447
-0.5524913
-0.17438816
0.82976663
0.58533454
0.47578603
-0.19409697
-0.6697954
-1.6659149
-0.35578623
-0.25089237
0.3184435
0.6495955
-0.63370425
-0.10407369
0.75955814
1.5228492
-3.375848
-0.96019983
0.8166053
0.6187191
-0.105452076
0.35152653
0.6258292
0.7706241
-0.24749416
0.37287262
0.8339316
0.3259972
0.05629308
0.6053539
0.018732283
-0.60231096
0.57370347
-1.0970337
-0.58071107
0.2727576
0.20016947
0.17279668
-0.5692086
0.23594943
-0.06151635
1.013707
-0.17801763
-0.38641354
0.14891317
-0.33521843
-0.47942403
0.45573276
0.5416335
-2.4691072
0.3383393
-0.5013238
0.16283841
-0.38079405
0.73943496
-2.2335982
-0.344356
0.121509686
-0.40036073
1.2869365
-0.09320863
0.14212981
-0.64611197
0.5495648
-0.5672171
1.399039
0.5918804
0.0761333
0.99562794
-0.40989625
-0.31743175
0.29821384
-1.3286362
0.16226049
0.5928967
-0.52589375
-0.49821258
0.14026779
-0.54876685
0.20876397
0.7172531
-0.52104515
0.97027564
-0.88020146
-1.2234175
1.5271473
0.24960846
-0.38639718
-1.0792643
0.2075073
0.15716892
0.11199615
0.3407886
2.1037505
1.3470387
-0.23506306
0.64296883
-1.6393787
0.30132863
0.2429422
-2.9868863
0.45993474
0.4542899
0.6277667
-0.28257665
0.4051148
-1.3631759
1.2780182
-1.8270369
0.40396178
-0.487079
0.4740622
1.0724493
-0.29052028
-1.3227017
0.56494963
0.34571385
5.6097403
-0.9036583
0.16478327
0.062831245
0.37740254
-0.94213223
1.2198328
0.41234124
0.092203766
-1.1410714
1.0009366
-0.50402683
0.37353972
-0.08245746
-0.215581
-1.8921736
1.0297171
-0.8020467
0.5346644
0.59941614
-0.97623855
0.110846825
-0.7892903
1.074013
0.81704926
0.60100675
0.19082676
-1.1510168
0.356368
0.656053
-0.26031265
0.43420857
0.3469454
-0.050897688
0.9737999
-0.8979151
0.27433297
-1.0110214
-0.28125063
0.27419314
0.7584836
0.43278655
0.6376919
-0.50150454
0.12628491
-0.5795086
0.60785127
0.07802586
-1.0457232
-0.311294
0.0906811
0.8026404
-0.33692768
-0.070346214
0.3274826
-0.5387913
0.450732
0.098196745
-1.013936
0.346347
-1.6640313
0.1880275
-0.09282338
1.0744185
0.576875
0.12974645
0.4698104
-0.8418965
0.68777627
0.979262
0.4091032
0.79596615
0.39446583
0.24103989
-0.24824387
-1.0585403
-0.8889926
-0.37482786
0.06660119
-0.22187865
0.38563102
1.0414283
-0.41987342
-0.062620744
0.38041845
-1.4636583
0.20343669
0.23095933
0.2757637
0.21856843
0.2820562
0.20214248
0.3238062
-0.42372847
-0.06386353
0.8929058
-0.9627458
0.95572406
-0.08922629
0.19238898
0.23845796
1.9095976
0.51397437
0.12595811
-1.1297053
0.26825508
-0.06400685
0.8573586
0.39517456
-0.39092383
0.026960578
0.18800588
-0.61141723
0.27535862
-0.4262445
0.20577241
0.63550985
0.04685659
-0.3876293
0.005834702
-0.40461877
-1.0104641
-1.4838351
1.051261
0.061618257
-1.2725704
-1.9154538
0.37749538
-0.9016192
-1.0269821
0.6788082
0.4093691
6.436505
0.30424395
-0.86194545
0.27050567
2.3076763
0.84054965
