a1,a2,b1,b2,b3,b4
0.4509069621562958,0.4999038577079773,0.5426035783118242,-0.6969070286452755,0.9519688878370253,0.8115472537862758
0.4682004153728485,0.532558798789978,0.9001084604858475,0.04338219026419654,0.8478316427307624,1.4485161944821403
0.4088117778301239,0.48465701937675476,1.391435719323579,0.5451909778825286,0.9000540838814213,1.1315179853596096
0.4572612941265106,0.5518251061439514,0.6342183173301983,0.198082458600074,0.5344072998123706,0.9801750132426181
0.5540787577629089,0.6389601826667786,1.1204376115408983,0.7683086024499444,1.279602217323757,1.3019012643451142
0.5386884808540344,0.6184249520301819,0.704714666069427,0.12884539516785076,0.7726442310704207,1.3896749175552063
0.6372425556182861,0.7191241979598999,0.6864131052166318,0.45158503331914646,1.228565951019908,1.4052015476301714
0.5486617088317871,0.6230967044830322,0.8868327182810976,0.4479595631004081,1.0041597136535458,1.407302593811985
0.22919389605522156,0.24221302568912506,-0.09753330321393072,-0.7122103259588435,-0.23489075013049354,0.0767156480733624
0.2822874188423157,0.2847805619239807,0.055669919823804204,-0.622234647153252,-0.35988631008171434,0.3028515357946231
0.2987002730369568,0.3178942799568176,0.1834520769079367,-0.4216613364178292,-0.2197663455192966,0.44181900193297574
0.3116801381111145,0.3325011730194092,0.18378854044606763,-0.38827697672314987,-0.008103375132276242,0.40730418759554576
0.29874810576438904,0.33103254437446594,0.35840733829435545,-0.33181630399740786,0.006592574534379024,0.6118558425653997
0.33074674010276794,0.34580135345458984,0.2769427194833966,-0.4157367719734153,-0.07176810184899471,0.5022570672309785
0.3032877743244171,0.3388458788394928,0.3655897512454692,-0.2656132856127287,0.13943087966572354,0.639010323347975
0.3910489082336426,0.4343486726284027,0.6345110994315338,-0.08029532708366627,0.22425189601199258,0.8491382807479659
0.3585938513278961,0.33900976181030273,0.5982625651500815,-0.029674386925770624,0.43933981927675314,0.6455121199070404
0.37415850162506104,0.34690049290657043,0.39987577355308235,-0.21149989186014526,0.07447480921416291,0.513526726928687
0.3011000156402588,0.28621265292167664,0.25397379276138476,-0.3024335782917053,-0.08954596526147073,0.33899908116008665
0.29695695638656616,0.2700580656528473,0.39556052672204683,-0.31453670621726915,0.03131832963018773,0.20913441480491363
0.25418898463249207,0.23006854951381683,0.5117651177248825,-0.30179331700967116,-0.20168817235902078,0.026066663885294803
0.3247816860675812,0.3110913932323456,0.42613666555636726,-0.5795190386396699,-0.18742841355302975,0.038801853125937646
0.32790952920913696,0.3350661098957062,0.6050148174281517,-0.09624305133277256,0.10401319032561107,0.40907325662800686
0.42917391657829285,0.4158906936645508,0.38848836730233677,-0.25201264352195385,0.007701753650517229,0.639068689357707
0.3687213957309723,0.30371344089508057,-0.3251023173640046,-0.7488019782543482,-0.18948251367115376,0.22056731938488672
0.3414749801158905,0.27586373686790466,-0.23431053299096355,-1.0827907576369484,-0.35943556169260527,0.13055476578544067
0.30252474546432495,0.22986119985580444,-0.05488387472732503,-0.5200235576882545,-0.1717773155424781,0.266832719822293
0.4265466034412384,0.4005262851715088,-0.1073848602749686,-0.5055123061105284,0.03297937491827496,0.5748607719416584
0.32561805844306946,0.23441855609416962,-0.1645907276958941,-0.6558319388829272,-0.46257719009833054,0.03655460893339546
0.4107544422149658,0.3347635269165039,0.11321121073625423,-0.44397062353761374,-0.08367666829494663,0.441617430226832
0.41961267590522766,0.3392724096775055,-0.050145104386752154,-0.6015677077828072,-0.15465454872013795,0.35254508448700284
0.4239204227924347,0.3545488715171814,-0.008509886264939266,-0.36728218511410443,0.27642272377591753,0.5970450311408125
0.4806455373764038,0.4748474359512329,0.4785991348849112,0.17521662236507224,1.0082777947230601,1.1422868898215517
0.4862637519836426,0.45798009634017944,0.17281618854937084,-0.008031536939356404,0.9058800667467599,1.254430452754578
0.6209762692451477,0.6072216629981995,-0.1504068999721152,-0.3002423902682153,0.3606399570104767,1.1616438280103163
0.43082043528556824,0.38974452018737793,0.3649319583442689,0.11993299602701468,0.6290913293525726,0.8215586190198783
0.5110673904418945,0.515968382358551,-0.03702629336957381,-0.5251466920263578,0.12262114708629751,0.7184306549261006
0.5419089794158936,0.507530689239502,0.0646404002957829,-0.16074584161718958,0.5595264976404547,0.8799065624003221
0.42968276143074036,0.4129010736942291,0.3594408046209172,-0.07234578382610823,0.5262212483944909,0.9860487955565718
0.6685634255409241,0.652123749256134,0.12197447916923533,-0.22883878218965856,0.5371410489099799,1.020946716723807
0.516426146030426,0.5286432504653931,0.48852928510490057,0.007603986666143314,0.9076361168428773,1.1009078272386188
0.6055314540863037,0.6429997086524963,0.17083079216580851,0.002320161482629368,0.9522960732222134,1.347479467069268
0.6193941831588745,0.66036057472229,0.29222108223279203,0.10924579054530392,0.823941883084945,1.1161847701096184
0.6067596077919006,0.6105509996414185,0.11394883079413187,-0.10877874896048448,0.8548334010181954,1.240018045566202
0.44794002175331116,0.5064101815223694,0.477558275766489,-0.08597939864851989,0.4026340492666709,0.9163884107665483
0.5420447587966919,0.5941667556762695,0.24963959612497805,-0.5213749123726239,0.8205850895769466,1.0103523370288259
0.5984343886375427,0.6195637583732605,0.47503083755109937,0.28326293405812725,0.9894823197721017,1.1996109420729768
0.7075334787368774,0.7460463047027588,0.3569710615266226,0.16429256976417073,1.1932459495216996,1.269916511900095
