theta1,theta2
-0.89768356,0.44412237
-0.36461645,0.21710922
-0.45989844,-1.2178801
0.7547498,-0.5029276
-2.4267447,-1.5855111
-0.99994415,0.57287294
-0.691596,-0.8365962
-1.2441863,-1.8800609
-0.2580811,0.3483107
-0.16934487,0.7089476
0.71487737,-1.6417359
-1.7442316,0.24501565
0.22026192,0.43922845
1.4846653,-0.8956916
1.4268441,-0.94729346
0.2520188,-0.055333063
0.46737963,0.47254547
-1.5952756,0.1585118
-0.45304966,0.18290795
0.9489373,-0.46090403
1.820618,-0.3427906
0.1375111,0.47747988
0.29733768,0.043285053
0.8198687,-0.059495725
-1.2094529,0.60499
0.04741823,-0.3222208
0.33028436,-0.4018087
-0.07691899,-0.42263028
0.43955418,0.11051952
-0.95401114,1.1289251
-0.43578514,-1.1532073
-0.7284192,0.6018867
-0.07930422,0.16832559
-0.9630962,0.883141
-0.61040723,0.9892321
-1.1197058,1.6215931
0.63763857,-0.63605195
-1.3891575,0.06295537
0.075612284,-0.19285786
-1.8457977,0.57971925
-0.8929812,0.68526065
-0.34200203,0.6241911
0.26880085,0.3041303
0.9891636,-0.2685414
0.68197256,-0.7836581
0.7434634,-0.986887
0.11708307,0.6491534
-0.33935234,0.7878106
-0.74959904,0.78544253
-1.133333,1.1613606
-0.19083017,0.3915686
-0.7057549,0.15289918
-2.912557,3.6810849
0.8241467,0.0026283455
0.3890612,-0.5529701
1.0489151,-1.0723668
0.093159504,0.07228189
-0.6213513,1.1552163
1.1547164,-0.9658157
0.8582035,-0.45166925
1.6689587,-0.7852289
-0.82502705,1.1042976
-0.006293331,-0.19141072
-1.3999656,-0.5597032
-0.33358788,0.838492
1.7606305,-2.2018332
0.22621407,-0.048764583
0.996914,-0.3724878
-0.71754724,-0.780868
0.8906796,-0.046059825
-0.3478386,-0.57635474
1.6242144,-1.0991851
-0.1237168,0.6444648
-0.5365564,0.8412813
-0.8525187,0.6356878
-0.99343836,1.0091767
-0.6143871,0.656412
0.69828737,-0.2544971
0.87576306,0.18334083
0.068676464,0.30657005
-1.10916,1.219613
-0.5134731,-0.0679432
-0.22803052,1.0101188
0.64041626,0.52012783
1.6767102,0.19571868
1.3440449,-2.585206
0.4058528,0.112422965
1.142831,-0.22953998
-0.96261096,0.6926192
1.1884037,-0.62724787
-0.74831825,0.91286665
0.09103971,-0.04576377
-0.5400103,-0.18109342
-0.54800034,0.92696345
-0.861277,0.97238666
0.37000617,-0.20672722
-0.5501493,0.8544835
-2.473589,-0.6261297
-0.112487525,-0.29936886
-0.27381748,0.5523885
0.47490218,-0.68288565
1.034731,-0.32073468
0.19594571,0.21746063
1.0494776,0.41649738
-1.0224731,0.91487056
-0.27315977,0.1523296
0.6406635,1.0213921
-0.16562177,0.21955998
-0.18576075,-0.30809093
2.364073,-3.068586
0.60573393,0.9745977
-0.7934038,-0.98490024
0.13019417,0.45302263
-1.0540648,1.2139287
0.35549384,-0.4246125
-0.49076656,0.6032766
0.55210984,0.53532225
-0.24013121,0.028333526
-1.2301961,0.77994835
-0.2348412,0.5737453
0.6224879,-0.7265015
0.051904008,0.10090212
0.3888925,-0.28956705
-0.23306835,1.1494215
-1.2633096,0.7620622
-0.14364426,0.5429227
0.35586274,-0.005994635
0.23386677,-0.017329615
0.048190888,0.03322753
0.18128961,-0.013343364
-0.057346776,0.0050835283
-0.82360065,0.98030305
-0.508741,0.15800038
-0.5456463,0.03171134
1.2519764,-0.6668708
0.10260038,-0.24127087
0.76282704,-0.49495336
1.3391731,-0.74105835
0.6081032,-0.9325686
0.9910393,0.06860077
0.5866272,-1.016453
0.65322745,-0.3952464
0.33471596,-0.6815649
-0.6569378,0.646514
0.08044118,0.046184484
1.8956751,-1.7789261
0.10606111,-0.74358743
-1.0502541,0.8743295
0.71545076,0.22877498
-0.7834518,0.6050494
-0.19525434,-0.19385137
-0.5794319,0.3949393
-0.7666893,0.13514592
0.08800798,0.35756758
-0.3344341,0.6747687
-0.5054443,0.6586145
-1.4580305,-0.3186569
-0.16827044,0.33749697
-1.1652478,0.7169784
0.4469957,0.5872688
-1.0840248,-0.99565655
-0.3363084,-0.4156956
0.13289991,-0.63188905
0.11468022,-0.2181698
-0.3104458,-2.1251578
-0.01787576,0.47597232
0.72306824,-1.5326505
0.5879833,-0.13286546
0.9311327,0.45505622
1.2858733,-1.0566024
0.1665842,-1.030148
1.7331809,-3.7422574
0.5605671,-0.16949847
-0.3308934,-0.1763997
1.5411668,-0.64111716
-0.95631194,1.4064344
-1.1243608,-0.004722925
0.16252984,-0.20627382
-0.77469087,0.8954355
0.32125777,0.4413649
1.1334262,-0.67017114
-0.514226,1.2940245
-0.52207446,1.2077175
-3.1705081,2.0491319
-0.8434729,1.271416
0.6419886,-0.31706467
-2.0585077,-0.16831273
0.5247685,-0.8181092
-1.1402671,1.714444
1.8572769,-0.8179507
0.22505084,0.22012185
1.1001188,-0.50471884
0.25871685,-0.95497286
0.15260907,0.9648359
-0.9030424,-1.4748533
-0.18139751,-1.1036458
0.7873188,0.43596494
0.6523532,0.055411793
-0.85614216,0.9700986
0.9964947,0.68363005
0.99373144,-0.97065914
-0.11627749,0.6737691
2.1505625,-0.23133865
-1.8616735,0.7560925
-0.47205138,0.22716807
0.4327716,-0.27180168
-1.1768382,0.9099629
-0.007134385,0.48451385
1.4247612,0.10634599
0.06446668,-0.096067615
1.9440349,-1.7096527
1.8377174,-1.8097551
-0.85839295,1.2749344
-0.35451636,1.0775464
0.798472,-0.65007347
-1.2248561,1.4505829
-0.40330687,0.07774652
0.34750122,0.17225343
0.46208185,0.087202586
-0.4174383,0.59846276
0.38606545,-0.2633195
-0.37452936,-0.057774484
0.61725366,-0.19105871
0.2625885,-0.4173195
0.40920976,-0.745459
0.03446784,-0.32288224
0.16744551,-0.76394194
-0.10419688,1.3578451
-0.6119853,1.6133804
-0.6830511,-0.010074487
-1.4358425,-0.41252828
-0.109354496,-0.06108179
1.4500216,-0.6933123
0.002272203,0.48325363
-0.09246174,0.8025881
1.0221994,-0.039281465
-0.42096466,-0.27919582
-1.0933656,0.20966949
1.2421573,-0.40211263
-0.87297267,0.42339534
-1.1347826,-0.29902858
0.87912095,-1.0662128
-0.010581919,-1.2000687
-0.8771709,-0.30123594
-0.17167097,0.16634113
0.09430454,0.57904077
-0.17516176,0.6991788
-1.4139332,-0.11042017
-1.0873694,0.60008097
0.6892242,0.6178048
-0.7058611,0.76512486
-1.6420062,-0.042628966
0.70963275,-0.6757731
1.0338348,-0.039192326
0.35729912,-0.2566241
0.5633037,-1.3531423
-0.1018582,0.62820286
0.6416646,-1.2284173
1.2327375,-1.3527039
0.1508019,0.7313682
-1.6125249,0.9038101
-0.2225157,0.8439606
0.9224078,-1.6791129
0.18962976,-0.60626036
-0.2805584,-0.35131922
-0.8437825,-0.34035644
0.7174299,0.016388047
0.01176355,0.32142255
1.2768391,-0.58982205
-0.9910735,-0.3618058
-0.61828667,0.56144375
-0.49703953,0.43928587
0.6052652,-0.29848248
-0.19727263,0.5640819
-1.1969148,0.7155627
-0.20265007,0.8602711
0.7927985,-0.31496507
0.05777472,-0.9869199
-1.0723621,0.7029943
-0.24731903,0.88647836
0.50869215,-1.5214976
-0.5258136,-0.02716988
0.15342394,0.11867433
-1.1004919,1.0594019
-1.1948116,0.29828686
-0.029572176,1.186467
-1.7605901,2.298616
-1.7509589,1.3423381
0.7301208,-0.5967942
-0.9161072,1.1032815
-1.2296255,0.9980321
-0.27834556,0.8855829
-0.6411197,0.78353256
1.2010016,-0.32685474
0.2809459,-0.5925726
-1.6019632,1.3771648
0.06766685,-0.26859346
0.20363633,0.15213016
-0.04976288,0.02887526
-2.473811,-4.155991
-0.35284954,0.25622615
-0.0781141,0.5997833
-0.6599721,0.8607089
-1.703323,0.98676986
-0.5169352,0.44104937
-0.5542555,1.3401821
0.62528336,0.03067798
0.46924493,-0.6476845
-0.59305847,0.3321278
-0.38973555,1.6326768
0.60904133,0.30368024
-0.014405177,0.98478365
0.82037836,-0.843366
0.23998299,-0.34242985
-0.113194905,0.26411232
1.7680812,-0.8612934
-0.9143822,0.8809449
0.051274117,-0.1757043
-0.44869334,-0.36604008
-0.52954054,0.98484325
-0.5337367,0.22810377
1.199037,1.0505217
0.56211805,-0.061094426
1.7247088,-0.87768114
1.9014722,-0.9120769
-0.095914476,0.08107483
0.48123643,0.19119506
0.32005903,-0.58856034
-0.4810399,0.6304625
-0.61332476,0.7932745
0.44894302,1.5328025
1.3179963,-0.56970215
-0.29732808,1.2069007
0.786557,-0.63326687
0.46603432,-0.4459052
0.1871878,-0.25357005
-2.3381085,1.8801202
0.7273251,-0.7531348
-1.1593553,-0.40549627
0.8025273,-0.14925379
-0.93459445,-0.023154484
-1.5864516,0.038265623
0.64135766,-0.79640925
1.2548944,-0.8670206
-0.071035,-1.6615654
-0.24898675,0.29342473
-1.338967,0.091605194
0.5213295,-0.60587853
-0.22898649,-0.90565234
-0.44908637,0.7644762
-0.9261379,0.33246127
-1.3145587,0.8097773
-0.24788348,-0.04400771
-0.34540096,0.7529667
1.1190825,-2.0587835
0.37322217,-0.15172605
-0.69887745,-0.33726278
0.6749891,-0.6361732
0.7772974,-1.1743032
-0.018623125,0.077972464
0.45292196,-0.445062
-0.3464696,-0.63094676
1.7049677,-0.9886069
0.80830795,0.94235146
0.64867043,-0.17478171
-0.87711465,0.9693404
-0.24629037,-0.44773093
-1.0567777,1.6092495
-0.34052798,0.29004502
0.41694272,0.6185846
-1.3440386,0.668193
-0.39636508,0.43836424
0.7203413,-0.59107536
1.1319509,-0.821448
-0.43954942,0.969738
0.44651818,0.16282241
0.490784,-0.06136071
-1.0599811,-0.69209796
0.66153264,0.3855627
-0.75864595,0.66520905
-0.2554874,-0.34295428
-0.18609075,-0.0368408
-0.14115249,0.7061109
-0.5417202,-0.4523524
-2.2090538,0.4573323
-0.4396334,0.29081604
-0.28471577,1.4150138
0.44202843,-0.6896016
-0.53123915,0.094074905
1.9619527,-1.1829889
-0.044898253,-1.0131133
-0.8820873,-0.4821992
-0.9193012,1.034968
-0.84614885,0.3769249
0.78842103,-0.33230713
0.8648437,-1.4407574
-0.36553186,-0.66282666
1.6472781,2.9596565
-0.078669004,-1.3841406
1.4541553,-0.7689468
0.28858152,-1.0710326
-0.018156098,-1.0094732
-0.4825872,1.1866145
-0.23390485,0.7597326
0.54636526,0.25241855
-0.97983706,0.38213894
1.2396456,-1.8605945
0.7806192,-0.34776106
-0.3251554,-0.5254436
-0.01576057,0.6247533
1.6300433,-0.5161465
-1.3172344,0.2635567
0.068300754,1.1630214
1.0117904,-0.060010023
-0.20512901,-0.31564426
0.5948721,0.11965503
-0.5041808,0.014278406
0.12296074,-0.60459983
-0.0774091,-0.89418304
1.2028401,0.13586132
0.7470517,-0.28030947
-2.207084,1.383328
-0.86158156,0.9800197
-0.66111594,0.5548228
-0.22118074,0.16520315
-1.002418,0.43161362
-2.8431349,3.2461853
-0.6882523,0.19387333
0.26218873,0.28154644
1.2864405,-0.29351088
0.43050894,-0.110399984
-0.32678142,0.8197209
-0.26082927,0.55218697
0.27599898,0.18272345
0.7535878,0.5216869
0.23058614,-0.19129466
0.12311903,0.876635
0.36703312,-0.5171431
0.16839845,-0.65467095
-0.99341315,-0.38131893
0.68989617,-0.29385617
-1.346187,2.2569933
0.22392772,-0.47243422
-0.30188996,0.7628866
0.7051373,0.057077073
-0.17855757,-0.14746243
0.5640396,-0.17064527
0.28716922,-0.5545645
0.28012598,0.43669587
0.74568075,-0.35243624
-1.5117673,1.0591606
0.22384569,-0.058925755
-1.4923326,-1.0059915
0.23974249,-0.3098378
-1.7415879,1.5881643
-1.1036074,0.7800048
0.21495911,-0.44910878
0.56752163,-0.11109875
-1.1518697,-0.30713958
-0.8864577,1.5312306
0.11313332,-1.6681396
-0.12855251,0.69561386
0.75999004,-0.06834113
-0.4259977,0.4036837
-1.029027,-0.40581957
-0.8693689,0.31464702
0.04251102,-0.015997099
0.327398,-0.22475384
0.67088234,-0.7649446
0.7213054,0.7628523
0.31423917,0.4508022
-0.75256956,0.8239237
1.2754575,-0.996791
0.31002164,-0.8853244
0.05146033,1.102178
0.69490826,-1.3138752
-0.6875526,0.64677477
-0.81309885,-1.0618298
0.5044451,-2.2278993
-1.2115587,0.10454533
-0.09981835,0.23675573
-1.688506,0.6323788
-0.12655443,0.7879357
-1.4859278,0.56402344
0.5741491,-1.0186235
0.5272014,-0.25001308
-0.4899468,-0.9529569
1.0645155,-0.1992631
0.5838905,-0.27205685
1.7486135,-1.2625595
-0.19775449,0.1568702
0.28743595,-0.036257997
-0.5071455,0.24729733
2.2188826,-3.3775043
0.8317802,-1.0015727
-1.0680369,-0.64733696
-0.073195264,0.83722913
-0.91040725,-1.1885049
-0.28277165,0.4607998
0.18187083,-0.13653535
0.22424972,0.6655774
-0.25235522,1.2044572
-0.31585294,-0.5731169
0.5554748,0.59308
0.20135924,0.36199445
-0.5963298,2.2239306
0.023608398,-0.40053
-0.07191382,-0.4282436
0.93360907,-0.7187995
0.89688647,-1.3935752
-0.31556267,0.9703922
-0.91424066,-0.5461147
1.0331283,-1.5401505
-0.75819016,0.8111346
0.976899,0.9309733
0.53945947,-0.834763
0.08318374,0.24345028
3.1247435,1.1196283
0.59945655,0.37455532
-0.7696147,1.0839031
0.6367282,-0.4556383
0.6811869,-0.46982783
1.4186723,-1.1396724
-0.05530981,1.0977377
0.12629361,-1.2877622
1.6127071,-0.91187906
-1.2508416,1.7599589
0.78952926,-0.007816383
-0.94908285,1.3410747
-0.7349461,0.010314327
1.1518108,-0.3607983
1.944906,-1.2261213
1.1766531,0.10343763
-1.3987906,1.220111
-0.15599361,-0.96904546
