theta1,theta2
0.70236564,0.63242
-0.32549033,0.64234686
0.74500346,0.008500223
-0.9077267,-0.4385559
-0.37346402,1.4047585
-0.22608799,-1.2102046
-0.12462424,-0.39663866
-0.24271424,-0.57843673
-0.3317845,0.53112054
-0.52672595,0.69741994
-0.21710554,-0.49467748
0.60185766,0.96941006
0.6027561,-0.053417947
-1.3411436,0.77041477
-1.3197452,-0.20132144
-1.5545076,1.5862074
0.46723112,-0.76442224
0.19890168,0.21659118
0.22232592,0.116220176
-0.0025122473,-1.6354038
1.5281616,-0.8367452
-0.06130914,1.1993732
0.10535232,-0.20341401
-0.26480585,-0.27487692
-0.3137363,-1.1391853
-0.072832786,0.43574232
0.66013396,0.11545963
0.16114509,0.6053942
0.24053703,-1.030559
-0.7463864,0.517072
-0.04419092,0.17427383
0.53282654,-1.5061879
1.2101419,-1.0075141
0.08387248,-0.64881176
-0.1926774,1.2430222
-2.533116,2.770255
0.19641423,-0.06604891
0.7301383,-0.15477677
-0.01337576,0.30038628
1.0236706,0.08111011
-1.2202777,1.213287
1.2345728,-0.39259332
-2.337522,0.85760075
-1.0763541,2.0376225
0.5411605,-0.3215937
0.6399561,-0.32957312
-0.17778303,0.5706894
-0.6869697,-0.4987694
-0.5270659,0.5040745
-0.3134768,-0.40221605
-0.72983754,0.76897764
0.92344767,2.0141356
0.7281791,0.7265012
0.9383578,-0.5671752
0.6402046,0.01752659
-0.45042863,2.0807812
-0.7570579,-0.3262022
-0.2860538,0.77838194
-1.8197968,1.6387236
-0.18001933,0.0943143
0.62654513,0.056431826
0.1907277,-0.05237808
-1.6499163,0.46903795
0.737954,-0.19313394
-1.1856802,0.26767135
1.3626245,-0.87988824
1.1662472,0.14283451
0.4418905,-0.9085542
-0.075432755,0.43589643
1.1355973,-1.2636762
-1.4150157,2.006664
0.098145284,0.71054655
0.44611767,-0.11440413
-1.5144786,-1.4095691
-0.69393605,-1.204119
-0.45863152,1.516321
-0.019496113,0.23622635
-0.97277355,0.47329086
0.53792816,-0.5743716
-0.25984007,0.642504
1.6345718,-1.0329034
1.0829722,-0.571735
1.2366475,-0.31469768
0.80334526,-0.10659783
1.0864208,-0.101883195
0.29669192,0.27391493
1.8965496,-1.5299897
-1.3120109,1.5209116
0.83338845,-0.811709
-0.9303912,1.3939422
-0.53851885,0.52511144
0.28451025,-0.13961518
-0.72684634,0.61157393
-0.2930589,0.55114067
0.7100344,-1.2905359
-1.2586743,0.99135935
-0.6438742,1.1173393
0.54591846,-1.2226986
0.1064929,-0.4781296
0.038289804,0.21313038
1.1937575,-1.0828685
0.1374007,-0.78936917
-1.4312371,1.8918316
1.3897531,-0.8683886
-1.1629314,1.3425994
-0.11743735,0.024205677
1.3210607,-0.91936433
0.0888262,0.1973975
-0.32336363,0.04883825
-0.16891737,0.99406105
0.62477344,0.30234832
-1.2829068,0.46668112
0.21568343,0.3709334
0.91805375,-1.4476907
1.168891,-1.2915822
0.46982667,0.30127
0.5212519,-0.5306527
0.32969198,-0.5021121
0.47657648,-0.051347222
-0.1661608,0.32155058
1.9519423,1.2055488
0.74895084,0.29393786
-1.0345798,0.53297716
-1.3313754,-0.44227523
0.9059062,0.6184888
-0.003367395,0.5244787
-0.9039648,0.9020246
0.17767873,0.38230374
-0.30728287,-0.6935372
-1.0367566,-2.4559994
-1.3558581,1.8003942
-0.93796545,0.7591107
0.1916578,0.8695316
1.84925,-1.7280421
0.30549255,0.18243669
0.84060043,0.73328173
1.0726713,-0.958265
0.38257784,-0.037354488
0.0808643,-0.5221016
-1.3363358,0.65452564
-1.0149716,0.9575149
0.87263536,-0.86389434
-0.51469237,0.2978395
1.0134543,-1.0747367
0.67403185,-0.5531092
-0.04369657,1.186979
0.52159834,-2.3624165
-0.12478505,-0.21865328
-0.5973878,-0.6327336
0.3670167,0.4810896
0.1906384,1.0094587
0.5311234,-0.5861306
0.58147126,-0.41672143
1.017779,1.1597048
0.12267761,0.72396255
-0.7509994,0.71629643
-0.051146187,0.5097933
-0.4120237,0.13610609
0.39948696,0.8572808
0.32475448,0.35959747
0.6592487,-1.3363347
-0.53876543,0.37942815
-0.50671905,-0.5224667
-0.24065392,0.12053607
0.3689088,-0.2779358
0.055321395,0.04737459
0.44654214,-0.28737485
0.37636834,-0.58365464
-1.0444508,1.5217453
0.38772318,-0.4041457
-0.6556745,1.4365137
0.6600148,-0.863779
-1.0555445,-0.5103567
0.67331237,0.20098026
-0.6611291,-0.2093542
0.36632788,-0.1135917
3.0844724,-2.5602455
-1.1247933,1.5115895
0.6467395,0.14148897
1.2886294,-0.070453815
0.68563646,-1.148074
-0.2672379,0.56895417
-0.5793122,0.84206456
0.22224897,-0.24465443
-0.42817765,-0.35089308
0.5256999,-0.9206558
0.26556954,-0.16005875
-0.24593341,0.28900734
0.35592058,1.0712919
-0.43391106,0.70400494
-0.9820169,0.23617867
-1.938199,0.41410097
0.4563733,-0.6936915
-0.47770026,0.4678741
-0.061513707,0.1746807
0.07874142,0.2822578
-0.91343915,2.3772295
-0.23719646,-1.413527
-0.6126839,0.18267398
-0.2056954,0.8985613
-1.2487305,1.2460701
-0.65187895,-0.115262955
0.3304774,0.63443315
0.49972844,0.11084001
0.95374775,-1.010728
-0.2540077,0.44833633
0.22694924,0.37944207
-1.0402626,-0.08568872
0.14000674,0.5573058
-0.7333269,0.84857845
0.5088714,-1.0650691
0.050794348,1.5497488
0.6087651,-0.033159506
0.19847892,0.4473858
-1.1322825,-1.0461407
-1.4170369,1.0093951
0.6192888,-0.18987215
1.2142942,-1.6103544
-1.3606665,1.5332514
-0.63761336,-1.1749358
-0.6239889,0.5824911
0.32350215,0.76546466
0.10271312,0.5681443
0.18188547,-0.75114405
-0.17003302,-0.7721481
-0.02231264,0.29973337
1.6051341,-0.10687159
0.17845574,-0.2133721
-1.7106712,1.9016392
0.13412699,0.74103576
-0.2564137,0.8010845
0.31359756,-0.5412448
0.28529537,0.64009523
-0.2961507,0.6125272
-1.3071212,0.91234887
-0.39610323,-0.51432616
-1.5976305,1.6476208
2.14905,-1.5263574
0.23605123,-1.2114043
1.347751,-0.6679447
-1.9077138,0.4544158
0.18600109,0.39032957
1.839152,-0.24779443
-0.20067932,0.5543648
1.3867806,-0.20556252
-0.8646057,-1.4611906
1.8501388,-0.6956351
-1.8344574,0.1210517
-1.1724564,-1.0339705
-0.3281086,-0.33745578
0.23941122,-0.21579167
0.9062742,-1.642137
1.3757519,-1.8805258
0.3900577,-1.1691202
-1.5670298,0.5785724
-0.11644112,-0.48020497
-0.25198948,1.0273991
-2.7160642,2.3072379
-1.2346995,-0.9969946
0.31761482,-0.016262049
0.5289662,0.8019066
1.0685177,-0.3877063
-0.7378955,0.1673227
-1.000723,0.25102305
0.26876608,-0.5867459
0.68153167,-0.19896129
-0.59640133,1.4665154
-1.0735824,0.87093484
-0.76237464,0.9333842
-0.2542733,-0.63306165
0.48079684,-0.38589394
-1.2970929,0.1356133
-0.124314904,0.26343396
0.35796916,0.08925475
0.7297803,-0.40342
0.041654825,0.48778355
-0.3049538,0.12820801
-1.020663,0.20430256
-1.0923444,0.95186794
-0.76910526,0.29694256
0.18130949,0.18698935
0.61042875,-0.035000034
0.09018465,-0.63756126
0.834974,-1.3097298
1.4327484,-1.1458313
-0.4196877,0.78629065
-0.8795933,0.60489357
-0.35672802,-0.7462399
-0.37143335,0.78451455
0.89093184,-0.25731313
-0.60050595,0.22673807
0.69725645,-0.02886759
0.4098786,0.41352463
-1.2533053,0.8760567
-0.46835813,1.1704197
0.9054057,-1.2570612
0.8075793,-0.47418943
1.9760748,-0.76342016
0.15612413,-1.1423045
0.517592,-1.074799
-0.5027441,0.7824469
0.2687292,-0.13199154
0.8128419,-0.9973875
0.5649764,-0.58686996
0.077616535,1.1195667
-1.0965629,1.4679765
0.40063497,0.074730515
-0.84843105,0.41066998
-0.993489,-0.21445428
-1.3862276,1.243706
-0.3578806,0.23148741
1.2859614,0.26456925
-1.6683617,1.7279713
0.15762359,-1.0920125
1.0022861,-0.97599554
0.60634416,0.57139945
1.8916081,-1.3121924
0.7770203,-0.7618306
0.01241227,0.56994104
-0.666209,-0.743837
0.48802844,0.15685755
-0.75850916,0.3053412
0.11634386,-0.24144244
1.5017519,-1.2993418
-0.4897632,-0.37143755
0.47971046,0.17827012
-0.36577004,-1.0232058
0.7048879,-0.32805797
0.32409784,0.48404452
1.1424472,-0.85056496
1.3562034,-0.62463063
-0.20559597,0.00026430725
0.3751823,-0.57796407
-0.89989066,0.14253569
0.11516053,-0.013017636
0.7199659,-0.32321662
-0.35919344,0.18963656
1.2317445,-1.8639438
-0.5517507,0.46227902
-0.34621274,0.15679912
0.23118941,0.36660883
-0.06279644,-0.16332185
1.4830061,0.11991897
-0.97699034,-1.1633439
-0.12814832,-0.23890083
-1.3341733,0.19174334
0.80906266,-0.40775248
-1.7627686,2.2367342
0.6818026,-0.4864457
-0.3292689,-0.07438453
1.0333004,-0.95949215
0.18345234,0.38124305
0.28294337,-0.62747127
-0.60102946,-0.3202501
0.58757156,-0.0021233498
0.3719088,1.8129497
-0.8213422,0.5448302
0.08754032,-0.057645485
0.8985633,-0.71755487
-0.68759334,1.0278528
-0.6324335,0.20065355
1.2861669,-0.18157822
-0.30830136,0.5140318
0.540179,-0.2714357
-0.8997489,-1.2163264
-1.704154,0.92026114
0.6591087,-0.6009204
0.33269727,-0.18585116
-0.6614315,0.6266026
-0.15561445,0.32332715
0.61670816,0.21182398
-0.12550828,0.26454905
-1.2665828,-2.1075227
-0.054191664,-0.020372804
-0.3856267,-0.20614946
0.07278139,0.068016164
-0.38745984,-0.69389975
-0.07097262,-0.03343049
-1.1871905,0.5897807
0.7054651,-0.21079686
-1.0558242,1.470824
-1.2546207,0.14412837
3.3517717e-05,0.9181027
0.9831734,0.022258565
-1.0061791,0.49102923
0.83916587,-0.25090888
-0.043016993,-0.81103545
1.0751607,-0.7670856
0.7772645,-1.1461214
-0.92247635,1.2532563
0.70738566,0.14527515
0.5591723,-0.21609035
0.5718532,0.6748624
-0.37404588,-0.5295436
0.94269234,-0.29894084
0.9799769,-1.9666739
0.6569013,-0.41790077
0.17314328,-0.2716308
-0.48229244,0.1880219
0.30268463,0.20201427
0.59890586,-1.6359853
0.45798066,-0.56746113
0.15568724,1.253256
0.4471224,0.45896292
0.11982621,0.009838523
0.981063,-0.8872026
0.059342656,0.42540342
-1.1938883,-0.41983628
-0.3832265,-1.1214774
-0.5840003,1.1598198
-0.035572436,-0.20559919
-0.6046976,0.7557697
-1.4151618,1.0560857
-0.9448349,-0.3729126
0.07734803,1.0918368
-1.206347,0.3710786
-0.3818831,0.20806383
0.1566822,0.6362356
1.0049573,-0.2777483
0.1372299,0.4991929
-0.12043663,0.20761529
0.5119649,0.13732365
-0.27624604,1.3375996
0.4063496,-0.45740747
0.6219702,-1.0250726
-0.25996128,-1.9058403
-0.09979,0.35248643
0.11087935,0.5004674
-0.55517167,0.620284
-0.15532692,-0.6156301
0.48798633,-0.84562397
-0.6268786,0.029115938
-0.21218148,0.18222077
-0.5848637,0.6003427
0.12324533,1.0126604
0.15530825,0.012882113
-0.28184232,0.51782084
-2.1715848,0.33346117
0.92999876,-1.4854755
-0.19475311,0.5721014
1.7494218,-1.5889828
-0.7807513,-0.8255258
0.24151716,0.38573077
1.0988235,-1.0906793
-0.08221024,-0.5088502
-0.4159219,-0.44496825
0.29933015,1.032469
1.4638028,-0.666236
-0.5603466,-0.26450983
-0.12754495,-1.2267934
-1.0174693,0.77069825
0.23788708,0.10724961
-0.1771221,-0.2548848
-0.92305064,1.0183804
1.9527324,-1.7155943
0.3344672,-0.6729326
0.119626254,-1.5984628
-0.013457424,0.90488034
0.027062852,0.18017067
-0.24858645,-0.6124213
0.7577213,-1.0661585
-0.3750944,1.2384726
0.3925216,-0.93307006
-2.307282,-3.6612
0.036569014,0.5304441
0.3609841,0.24890235
-0.25039065,-0.45450932
1.3086016,-1.0595887
-0.90831715,-0.04754478
-0.03152829,0.30192295
-0.99326307,0.39066562
-0.725105,-0.35570902
0.27680784,0.35333696
0.549355,0.10303231
-0.11741693,0.15707216
-1.0647353,0.82796293
-0.12531343,0.5759681
0.020552557,0.24672121
-0.6198798,0.7985964
-0.22315823,0.2591952
-0.06825945,-0.37251303
0.714833,-0.58441645
1.2424015,-1.1748992
1.7509829,-0.87820077
1.5512458,-1.1969177
-0.8874492,-0.9739503
-1.7738523,0.9505859
0.6815957,-0.65018773
1.3385235,-0.56623685
-0.69038147,0.774585
-0.9450333,0.32261246
-0.19853373,0.043692466
-0.7776064,0.30746797
-0.19872697,-1.1974758
0.95939213,-1.4288677
0.096580274,0.22701491
0.17896026,-2.47033
-0.13240752,-0.56898063
0.2590943,-0.34595722
0.54411507,-0.62794906
1.9188704,-0.36053875
-0.7206788,0.94579726
-0.43931425,-0.97501665
1.3513763,-1.4394902
0.6187027,-1.0775354
1.154192,-0.990001
-0.34600294,1.3523515
0.4601096,0.9489185
-0.6545884,-0.40514827
-0.58100617,-0.18740281
1.2380027,-0.5601616
-0.9963518,0.51783913
-0.1570797,-0.42339453
-0.072458655,1.6352303
-0.35815838,0.41745785
-0.1014674,1.219751
0.5924616,-0.3457454
0.30577686,0.23702638
-0.4887429,1.2126497
-0.2959991,0.6205117
1.0209714,-0.19450532
0.1346989,-0.37916717
-0.32106227,0.6420882
-0.5034364,-0.9904569
-0.19501545,-0.36346892
-0.7778823,0.1944969
0.25817618,0.19861816
-0.74815106,-0.7197317
-1.1332295,1.6140984
-0.16845351,0.86989754
1.0607228,-0.6095216
0.21628743,0.6930112
0.06869246,0.101655275
-1.227953,1.0184479
-1.7517309,1.0201831
0.40808758,0.27804014
0.42107472,0.05040192
0.6407631,0.28813273
-1.7818732,-0.31588432
0.6264183,-0.07661902
-0.6956082,0.3816074
-0.7022584,0.31336114
-0.6908935,0.63619286
-0.45898417,0.3954289
-0.5485804,-0.2786095
1.4260961,-0.9229645
0.5038073,-0.97054857
-0.6342166,-0.4009061
0.36529613,0.9870891
-1.2823795,1.4297633
0.8854333,-0.9897285
0.05967318,-0.12497388
-0.20896895,0.8386812
-1.2459857,0.50482476
0.5550459,-1.689007
-0.071115,0.50180787
2.2468057,-1.5852219
0.5880534,-0.8656846
0.809303,-1.2002714
0.49852204,0.5139581
-0.43485478,-0.7027057
-0.8598477,-0.4783712
0.30781323,-0.9043235
-0.37564406,0.5634199
1.0338057,-0.42717403
-0.33175173,-1.917495
0.2578551,0.0024193504
2.3880877,-0.23390368
1.0168086,-1.3313202
1.1050209,-0.6582492
0.6177331,-0.32689977
0.886963,-0.18603276
-0.8603844,0.3540447
-0.9870527,-0.6410646
0.23358893,-0.32272133
-0.7318985,0.6007199
-0.5309673,0.4900365
-0.5057754,1.2249327
-0.65096235,0.5187352
-0.6590956,0.8801611
0.7348755,-1.027142
1.735246,1.6793364
0.79960394,-1.0458324
0.23107664,0.5392827
-1.2589043,-0.037170257
-0.7235359,-0.52814823
0.9130974,-1.2648909
1.614343e-05,0.054923717
0.51779413,0.18680415
-0.6109797,0.5524156
0.8352344,-0.17823099
-1.1273308,2.1795888
1.5226086,-1.2310091
-1.2825955,-0.3479985
0.97100455,-1.0265412
0.18547323,-0.6956292
0.87607586,-0.06513854
-1.147104,-1.1665471
0.26824126,-1.1035241
-1.0976194,1.2527536
0.22669324,0.25896236
-1.8073894,-1.2750496
-0.66789794,0.89771754
-1.2790773,-0.013134084
0.82361645,-0.16130592
-0.8140707,-1.3145767
-0.7610308,1.5867422
-0.8074079,-0.271295
1.0274719,-0.50633955
1.6186649,-0.37811083
0.7221618,0.43947092
1.0360181,-0.6825297
-1.2534049,1.660975
0.9872248,-0.8344152
-0.18309695,0.25792578
0.64325917,0.60436845
1.0221355,-0.14348961
1.1826854,-1.3482592
0.506435,0.28073296
-1.285184,0.6767155
-0.809335,-0.52439827
0.053648006,-0.12592357
-0.89209557,1.3325487
-0.3781226,-0.81696963
-0.2477637,0.48813713
-0.1626651,-0.37296396
-0.2277185,-1.0312203
1.0714571,-1.1247197
1.2703143,-0.08816324
-1.0036831,1.1954159
0.60042286,-0.0064959116
0.11065573,-1.258481
-0.42520863,-0.07409551
-0.38592923,0.57317275
-0.16665332,-0.74262387
0.18247783,0.063682966
0.817366,-0.55501056
-1.3495301,1.3454926
-0.18111318,0.40933233
0.060918164,-0.45940167
-0.5195297,0.93459344
-0.47707954,-0.43585974
-0.9346939,0.36392218
0.5903046,-0.8799871
-0.13998763,-0.92040735
0.30954945,0.6085648
-0.4885974,-0.102798864
-0.7528016,0.24825981
0.31788215,-0.6082133
-0.6395052,-0.23237309
-0.5184557,1.1607304
-0.10173974,-1.265201
-1.7500095,-0.14023492
-1.1314279,1.5993968
0.4401783,-0.02193825
0.42364377,-0.59637296
0.07572359,0.012383005
0.6410235,-1.7375156
-0.9077507,-0.14938694
-0.26132318,-0.9151652
0.021500178,0.44593772
-0.9694423,0.75482583
0.11213418,-1.6246057
-0.3529657,-0.3652155
0.7002961,-0.23847738
0.07449852,0.03829586
-2.0159369,-2.3934162
-0.78093094,2.544949
-0.07980876,-0.1648015
0.51315403,0.012124222
-0.645045,0.8559016
0.8520579,-1.4207206
-0.055992503,1.6597701
-0.5634795,-0.17264684
1.7389526,-1.1137272
-0.9323269,1.0954918
1.1944846,-0.980269
-2.188825,2.4193456
0.029739948,0.6339108
0.07707429,-0.8203601
-0.24088335,-0.41236156
-0.8048215,-1.7249105
-1.4406813,1.0309101
1.4545577,-0.22300391
-0.25972125,0.6656931
-1.1207993,0.47589642
0.4741101,-0.40911373
-0.32379708,-0.3756775
0.3267875,0.5635577
-0.62882984,0.70460534
0.17873222,-0.17282431
0.30993482,-0.49804133
0.079222724,-0.6354671
-0.20041105,-0.50821275
-0.21320629,-0.00021860842
0.19401737,-0.7288961
0.4542507,-1.4374076
-0.43877295,-0.035277884
-1.194692,0.24113624
0.9508869,0.26895007
-0.60113615,-0.591155
-0.7696316,1.1962253
-0.95733225,0.7840411
0.5445543,-0.24416195
0.52789456,-0.47648516
2.0365756,-2.0184696
-0.30672064,-1.0450399
1.0763868,-0.9515516
-0.034906913,-0.65640885
0.59575737,-1.0991985
-0.14496976,-0.59238356
-0.24049559,-0.17542869
-1.234915,-0.3352572
-0.6421681,0.418089
-1.088264,0.29862943
1.4902186,-1.690246
2.1836066,0.39372426
0.49317625,0.12535727
0.10383795,-0.29791123
0.23843077,-1.3136349
-0.26737735,0.84504664
-0.2798477,0.17859648
0.030775873,-0.037882075
-0.19839992,0.7501287
0.821943,0.029166909
-0.63269174,0.5383667
0.050405618,-0.17439006
-0.70852846,-0.96233594
0.6308128,0.22106327
-0.52489036,1.4112339
-0.55472964,0.14361674
0.64022356,-0.99034256
1.2443277,-0.40761843
-1.2001032,0.8124668
-1.4911509,1.3903717
0.5464868,-0.95204407
1.2657636,-0.41455084
-1.0370224,-0.9554993
-0.20078233,0.033769928
-0.607905,0.31354985
-0.12585746,-0.8055032
1.8986092,0.14984255
0.11788379,1.0245147
0.66880304,0.3597097
-0.96256775,0.51657534
-0.51035935,-0.7386836
0.2784776,0.5612667
0.87256604,2.0388656
0.9716714,-0.7288764
1.078911,0.08353461
1.0884761,-0.60092294
1.4068447,-1.05277
-0.07882594,-0.15899484
0.8101408,-0.8802775
0.14441371,-0.94760644
-1.1147859,-0.75191164
-0.80263215,0.5330298
-1.1675266,-0.16751309
-1.2608808,0.10607757
-0.82980144,0.5094518
-0.056422833,-0.50391424
0.90212667,0.9021202
0.6322011,-0.49985546
-0.7527808,-1.4328028
-0.8417484,0.94695956
-0.19601771,-0.7382719
0.088958755,0.049869124
0.9689797,-0.6459995
-0.72398853,-0.3425767
0.83693653,1.0342487
-0.48478088,0.31419364
0.22968484,0.3360669
-0.8074624,-0.7878094
-1.0110403,0.8858678
0.28602666,0.049470004
-0.08336157,1.1453716
0.07029291,-0.098274685
0.26790282,0.3213234
0.021589613,-1.4111786
1.0019735,-0.66964257
1.0141135,0.10107984
-1.3168024,1.0690725
-1.596912,-0.5875504
0.5550214,-0.84957683
-0.7577876,0.067727394
-0.34812966,0.49631616
0.38070467,-0.25733078
0.70304006,0.30444086
1.2217084,-0.09602174
-0.024235062,-0.08064624
0.39456645,-1.4112133
0.37004924,-1.2755142
-1.7289478,1.2759703
-0.531135,0.9279177
-1.0135299,-0.19545776
-1.769244,2.0617847
-0.21542509,0.6922874
-0.30305672,0.7950277
-0.46693894,-0.4387806
0.20000163,-0.48236063
0.035208356,-0.49460685
-0.3275844,0.35019758
-2.1278956,2.4633224
-0.17384924,0.44931638
1.1264949,-1.7358166
0.28629395,0.58852863
-1.1488204,0.1320673
-0.98269296,0.3651061
-0.30319497,0.38110182
-0.19552082,0.0058587515
-0.4741571,0.5158416
0.5639666,-3.385125
-0.16027421,0.25810516
-0.38990307,0.6678996
0.7015502,-0.67976004
-0.011387632,-0.62125254
0.1970722,-0.19673006
0.08353733,0.23530181
-1.1944057,1.0185452
-0.4917213,-0.36869442
-0.3513114,-0.69046015
0.05088271,0.14255957
-0.26043934,1.1495868
0.524528,0.49162278
1.5916063,-0.9207615
-1.1055843,1.4319065
0.84585047,-0.1250247
-0.35307065,1.3056691
-0.5801598,-0.739236
1.3003217,-0.40053377
0.123892576,-0.87399894
-0.09939425,0.21756445
0.5120449,-0.32899842
0.3034921,-0.05203796
0.46519542,0.41962823
-0.9573402,1.4572415
1.4657604,-1.2531595
0.19903073,-0.026702557
-1.289165,0.16534975
-0.44960308,-0.7207228
0.35993338,-0.58600956
-1.1121424,1.677672
0.6314458,-0.2552587
1.3831526,0.32403255
-0.5979543,0.7595062
-0.15801747,1.0845517
1.4250973,-1.8604622
0.26386884,0.44535446
-0.7901323,1.6259562
0.22277702,-0.19921716
-1.0338237,0.95934427
0.9181062,-1.0817487
2.419672,-1.0070087
0.08775524,1.1305463
0.060900535,-0.4570707
0.49605733,-0.47145143
0.75499696,-0.11945819
-0.415493,0.1272692
0.5404508,0.15680102
-0.89004123,-0.9650416
1.2754487,-0.6388414
-0.14527757,0.27191117
0.24467771,-0.2351388
-0.4805871,0.79546255
-0.07535258,-0.08604004
-0.73437774,0.015377538
-1.1058601,2.0096648
-0.3919045,0.33357415
0.29887822,-0.502064
-0.6405522,0.35330045
-0.9700414,-0.6855446
0.48149252,0.27283698
1.1851377,0.5863634
0.05248665,0.0861732
1.2358469,-1.0501795
-0.8443171,2.554645
-1.0539248,-0.061365496
-0.9106441,0.70714754
0.34837815,0.1922714
-0.70142376,-0.14543575
-0.0018464981,-0.110686384
0.522438,-1.3349875
-0.27486572,0.5999969
0.16745278,0.46069777
0.796256,-1.1237171
-0.77211595,1.1648506
0.67353946,-0.30964032
-0.45481664,1.1129433
-0.7509917,0.050832696
0.59597117,-0.082834445
0.78084993,0.31641498
-0.38759887,0.5383448
-0.7455326,-0.25233513
1.2605946,0.76848906
-0.4400641,0.56859416
0.5048269,-0.6501662
-0.8667155,-0.6727923
-1.555434,0.42532554
-0.1288249,0.30632594
0.6919544,0.33842912
0.4066438,-0.63165593
-1.11926,-0.7642041
-0.728232,0.07703876
-0.5045131,-0.31338874
1.3743862,-1.4191732
-0.8698996,-2.0362754
-2.1048226,1.0080171
0.46478185,0.2111005
0.15782554,0.34012815
-0.24494368,-0.58671474
0.8433569,-0.9423958
-0.4172846,-0.53696245
-0.60045475,1.1107624
-0.1364686,1.0210911
1.4125496,-1.2219284
0.55195135,-0.39783674
-0.079971075,-0.012728337
0.09616912,0.09761319
-1.0638915,-0.4831803
-0.32724145,-0.63845706
-0.7568017,-0.7647066
0.29888186,-0.6839914
-0.23891357,0.5852401
0.025230406,0.8473536
-0.44455498,-0.9591796
-1.0743451,1.2141423
-0.51633424,1.1801996
-1.0717402,1.4401451
-0.6865363,1.2583822
-1.1983702,1.3599805
0.08307832,1.5483238
-0.18957204,0.123966314
0.58135647,-0.8524895
1.9306324,-1.3783469
0.45262504,0.051820833
0.3630037,-0.072191186
-0.051923037,0.68294626
1.2801313,-0.6190067
-0.22092612,0.15816873
-1.3210903,-0.22578928
-0.78425986,-0.8654125
1.5146978,-0.70268464
0.22460535,-0.48150396
0.36494905,0.7889664
0.84295124,-0.042724974
0.35180858,0.03870308
-0.94107884,1.3251656
0.25356883,0.329225
1.1348959,-1.0389631
-1.3202577,-0.53272396
-0.9944402,-1.5436611
-0.19657087,-0.087645166
-1.1960906,0.26036698
-0.8931262,0.13747069
-0.32219934,0.3575395
0.2684692,-0.06409691
1.2311995,0.001929337
1.4737414,0.9616949
-0.0011611584,0.07430171
-0.6028469,0.49015293
-0.3998312,0.7223287
0.7771882,-0.3806157
1.2149872,-0.60151553
0.30418637,0.6082273
1.4513559,-0.7080163
-0.7211295,1.8053883
0.5907135,0.2550874
0.6060725,-1.3157785
0.54103464,-0.45109725
-1.7265282,1.4824289
1.1969429,-0.84929854
1.5250746,-2.0521522
1.4054214,0.021524807
-0.80136216,-0.43155366
0.21010406,-1.2000289
-1.3448349,-1.3657633
1.000942,-0.3168361
-0.7167767,1.142014
-0.638657,-0.25799936
-0.76579654,-0.520736
0.26672748,-0.7369632
1.1369559,-0.26819804
1.2326272,-1.3662128
-0.95326823,0.3301415
-0.35280076,0.45324484
0.17553967,-0.3875651
1.18712,-2.57235
-3.1168935,1.9805759
-0.8957853,0.30495188
-1.4880826,-0.8172424
0.121555984,-0.33457324
-1.5745127,1.5101793
-0.7763559,0.6644384
-1.6223329,0.31149855
-1.3242831,-2.4709334
0.37349734,0.6587912
-0.94950247,0.1921239
-0.07095776,0.2980309
-0.76695937,1.4249374
0.5701587,0.49196765
-0.2786286,0.60520095
-0.0009138719,0.44206533
-1.0910118,-0.23064336
0.103732206,0.27548337
1.1364337,-0.81398106
-0.5237345,1.1871384
0.094646305,-0.3097271
-0.4849789,1.5803995
0.49947056,0.9167863
1.1014762,-0.9378447
-1.1371737,1.7365594
-1.4468389,0.9516835
0.18918465,-0.110323176
0.032554485,-0.8213357
-1.5599647,1.0979147
2.6725235,-2.1322706
-0.5633962,0.780058
-0.28844935,-1.5629174
-0.06709704,1.1175829
0.24666797,0.67561805
-0.066006444,-0.5284716
-0.0014883555,-0.047464967
1.83909,0.36233187
-1.4310102,-0.37060508
0.9538858,-0.5372787
0.7607747,-0.35175514
-0.13020675,-0.22432353
0.7290147,-0.23748872
0.54150784,-0.8300065
1.8630584,-0.30226973
-0.15713519,0.36704338
-1.2847428,1.6885506
0.47405067,-0.97408736
1.1760764,-0.4323672
0.64185,-0.5667926
0.43483075,-0.79401094
-0.7750591,0.7861952
-1.3000869,1.532736
0.065531775,-0.2515483
1.1762358,-1.0173856
0.76765126,0.9303405
-0.5266399,0.65589166
0.6360004,-0.6303939
-0.5760977,-0.6492583
0.40296662,-0.20088716
-0.039008755,0.74791324
0.40879843,-1.5093926
-1.0635115,0.072542205
1.1323245,-0.6446766
-2.7609391,1.6979827
-1.6038278,0.22635649
1.062566,-0.95881104
-0.5585028,0.47923735
1.3424814,0.98638374
0.20323941,0.34695902
0.3392032,-0.31233934
1.1670895,-1.0400394
-0.06036463,0.6984284
-0.7635657,-0.8386795
0.14404161,0.22504067
0.98431,0.32619074
-0.682473,1.0674981
-0.5757693,0.6114024
-0.8058194,0.54805756
1.0639844,-0.6047108
-0.3164276,0.34177858
-1.6054825,1.6330984
1.1624392,-1.3308399
0.19142835,0.3885103
1.9031192,-0.10201746
0.45251182,0.42423457
-1.2524645,1.7337081
2.801321,-1.6308618
0.21142274,0.5945511
-0.67380244,-0.98693043
-0.37104726,-0.009689897
-0.872356,0.9744984
1.2603837,-0.7871855
-0.048072934,0.32622212
-0.52403677,1.0314001
-1.7908365,2.1459494
-1.4639099,1.5665443
1.3910935,-0.98873794
-0.51803225,0.7016176
