a1,b1,b2,b3,b4,c
0.5921475092719843,0.6944193567659218,-0.9973385052571373,1.4953413091201078,1.4738964644080446,0
0.5543291842304215,1.4044915945188874,0.10493018227926716,1.3242193079981035,2.7254639162122385,0
0.5495763025859227,2.279831433863944,0.8848973941925522,1.6075936298985307,2.381416102622459,0
0.632576962118281,0.8184719663755221,0.3197211662916445,0.8342121849781318,1.654714498205794,0
0.9122755082785733,1.0734434426334099,0.9046204146652111,1.6606392788432307,2.071721619723588,0
0.6428475028381824,0.9327416246878585,0.20622365611638982,1.0614831217371972,2.1893023036665493,0
1.0504658401104532,0.500750094644461,0.5302392532002649,1.3293047123876065,1.8737776280030058,0
0.7150495880682886,1.0601706793965877,0.6188543299512484,1.3400875137439423,2.286114184158044,0
0.17106346052751856,-0.41759472219872695,-3.4724873773598133,-1.3767710075325437,0.3058980859029612,0
0.19365810518366924,0.4729893232959987,-2.6920374909858236,-1.827586650738907,1.2109597832875107,0
0.21226319170205446,0.9964262644237178,-1.6655235605270846,-1.1011580854846539,1.6190438725943037,0
0.24313766157760716,0.8471916180506905,-1.3618786203785185,-0.15180112184044509,1.2805170141490814,0
0.22752994317702122,1.5560541824469134,-1.2698028757221969,-0.14259573772884096,2.133184672130961,0
0.22916926504897164,1.294226125285657,-1.5307223844795048,-0.46848206958893035,1.6453861676415877,0
0.24487469416445673,1.4344951816879068,-0.9435930064025504,0.3607299055518299,2.0977039209943915,0
0.3238850909477443,1.845463014461773,-0.23733494977784883,0.3994671352166925,2.0751370628787478,0
0.2401737915982179,2.329510419122197,-0.1135669796668651,1.3360618698909195,2.049381960075737,0
0.23239257031147287,1.7643258509806825,-0.7339951363600096,0.024966156880611726,1.5838347264129502,0
0.20142012706930795,1.2866008690006403,-1.229565694564835,-0.5632338427967345,1.2509036723101592,0
0.17504256821338016,2.1882480552059604,-1.4601716137624507,-0.07782266994057979,0.6988256486546087,0
0.14535084003949295,3.176649301847393,-1.5740303483996776,-1.4861702279501516,-0.18393235844935937,0
0.21553813442471767,2.0015584045496135,-2.285005848609288,-0.9338654309887818,-0.09939240017648723,0
0.25787811551282436,2.1892641914216515,-0.28860943685267637,0.1874850268627485,1.211533672012628,0
0.28290673533115784,1.4533359478443502,-0.7540213772172825,-0.2006156850385295,1.6299070697832552,0
0.2785512225629143,-0.893318988208871,-2.285624477412684,-0.6632485793475726,0.648686567306413,0
0.23083061080865966,-0.5319292417579731,-4.095785243758699,-1.4193730993303857,0.40545782654916274,0
0.18745653061887724,-0.042353464319846205,-2.266132708924875,-0.9146579678140554,1.128630152475572,0
0.33177653417696473,-0.11739512228462244,-1.274849045765042,0.003094810896462554,1.3844193885951364,0
0.1986071881509762,-0.42461104360116564,-2.705265002891298,-2.1230452893631324,0.043913425158505735,0
0.2788350452115127,0.6074370250652262,-1.2945898587492133,-0.38338325490062414,1.210392532806118,0
0.27223591129897384,0.13678217932892345,-1.802874730678172,-0.6100376653808904,0.9646665460354802,0
0.3094224438491681,0.14718499972261356,-0.971997614241627,0.7070466592581082,1.5838362950427527,0
0.5533218139413426,0.7189496426308524,0.33633668246912257,1.6874731509317928,2.12802333674029,0
0.5249877142340414,0.25028807913530726,0.02602620014201039,1.5476315315088711,2.406878075516593,0
0.694326666935992,-0.2900492342711514,-0.36866983871958187,0.49376294464193404,1.621699889233056,0
0.3580064762445964,0.9577951803406558,0.3096963211285526,1.4417643015512789,1.9741336776215777,0
0.6055931174227679,-0.20687894920753,-0.7701776193343017,0.2086046251272044,1.1815018878216892,0
0.5423810212880954,0.08817278192308355,-0.2342790715296957,0.917271856604274,1.5156285639602285,0
0.45820201517440495,0.6609842070122907,-0.10784226439398531,1.0274641139206275,2.0656140715869284,0
0.6173087983397485,0.2094127420570679,-0.31704135904964037,0.7012915490992669,1.4365280304545287,0
0.8265674218161319,0.392925769524042,0.10905290328531266,1.2083469955742219,1.7003462340057003,0
0.9685189523842367,-0.0027989974955379285,0.07843588532087087,1.0840449594102286,1.772032850352928,0
1.094911021812696,0.06812552606689591,0.19353213103173791,0.9303944550417773,1.4469391987381772,0
0.9274545384100219,-0.07008322299378791,-0.040686699714469865,1.0134533635694687,1.6526758905003343,0
0.6703677468899438,0.4988468935411105,-0.07199789291450846,0.6547695258899412,1.5204722232856114,0
0.7611099493603202,0.1348728469932528,-0.5989218830552445,1.0722535542357488,1.4768721240283555,0
0.9960458518411411,0.30665241587235414,0.3842061847754608,1.1651138298530306,1.666600885281165,0
1.330559998071144,0.08252778634704327,0.2618258688244859,1.1361052999051189,1.521564428732982,0
